Time,Error,P,I-Accumulator,D,Output,Input,Target
1625129020906,0.014447562623427918,0.028895125246855835,-0.02373773145054717,0,0.0051573937963086645,-0.1414316896075549,-0.12698412698412698
1625129020917,0.015561197974668511,0.031122395949337023,-0.023659925460673827,0.022272707024811877,0.029735177513475073,-0.1425453249587955,-0.12698412698412698
1625129020928,0.016674833325909105,0.03334966665181821,-0.023576551294044283,0.022272707024811877,0.032045822382585805,-0.14365896031003608,-0.12698412698412698
1625129020939,0.016674833325909105,0.03334966665181821,-0.02349317712741474,0,0.009856489524403472,-0.14365896031003608,-0.12698412698412698
1625129020950,0.015561197974668511,0.031122395949337023,-0.023415371137541396,-0.022272707024811877,-0.01456568221301625,-0.1425453249587955,-0.12698412698412698
1625129020961,0.014447562623427918,0.028895125246855835,-0.023343133324424257,-0.022272707024811877,-0.0167207151023803,-0.1414316896075549,-0.12698412698412698
1625129020972,0.014447562623427918,0.028895125246855835,-0.023270895511307118,0,0.005624229735548717,-0.1414316896075549,-0.12698412698412698
1625129020983,0.015561197974668511,0.031122395949337023,-0.023193089521433775,0.022272707024811877,0.030202013452715126,-0.1425453249587955,-0.12698412698412698
1625129020994,0.016674833325909105,0.03334966665181821,-0.02310971535480423,0.022272707024811877,0.03251265832182586,-0.14365896031003608,-0.12698412698412698
1625129021005,0.016674833325909105,0.03334966665181821,-0.023026341188174686,0,0.010323325463643524,-0.14365896031003608,-0.12698412698412698
1625129021016,0.015561197974668511,0.031122395949337023,-0.022948535198301343,-0.022272707024811877,-0.014098846273776198,-0.1425453249587955,-0.12698412698412698
1625129021027,0.015561197974668511,0.031122395949337023,-0.022870729208428,0,0.008251666740909023,-0.1425453249587955,-0.12698412698412698
1625129021038,0.015561197974668511,0.031122395949337023,-0.022792923218554657,0,0.008329472730782366,-0.1425453249587955,-0.12698412698412698
1625129021049,0.015561197974668511,0.031122395949337023,-0.022715117228681313,0,0.00840727872065571,-0.1425453249587955,-0.12698412698412698
1625129021060,0.014447562623427918,0.028895125246855835,-0.022642879415564175,-0.022272707024811877,-0.016020461193520217,-0.1414316896075549,-0.12698412698412698
1625129021071,0.014447562623427918,0.028895125246855835,-0.022570641602447036,0,0.006324483644408799,-0.1414316896075549,-0.12698412698412698
1625129021082,0.014447562623427918,0.028895125246855835,-0.022498403789329897,0,0.006396721457525938,-0.1414316896075549,-0.12698412698412698
1625129021093,0.014447562623427918,0.028895125246855835,-0.022426165976212758,0,0.006468959270643077,-0.1414316896075549,-0.12698412698412698
1625129021104,0.014447562623427918,0.028895125246855835,-0.02235392816309562,0,0.006541197083760216,-0.1414316896075549,-0.12698412698412698
