Time,Error,P,I-Accumulator,D,Output,Input,Target
1625129019480,0,0,0,0,0,0,0
1625129019491,0,0,0,0,0,0,0
1625129019502,0,0,0,0,0,0,0
1625129019513,0,0,0,0,0,0,0
1625129019524,0,0,0,0,0,0,0
1625129019535,0,0,0,0,0,0,0
1625129019546,0,0,0,0,0,0,0
1625129019557,0,0,0,0,0,0,0
1625129019569,0,0,0,0,0,0,0
1625129019580,0,0,0,0,0,0,0
1625129019591,0,0,0,0,0,0,0
1625129019602,0,0,0,0,0,0,0
1625129019613,0,0,0,0,0,0,0
1625129019624,0,0,0,0,0,0,0
1625129019635,0,0,0,0,0,0,0
1625129019646,0,0,0,0,0,0,0
1625129019658,0,0,0,0,0,0,0
1625129019669,0,0,0,0,0,0,0
1625129019680,0,0,0,0,0,0,0
1625129019691,0,0,0,0,0,0,0
1625129019702,0,0,0,0,0,0,0
1625129019713,0,0,0,0,0,0,0
1625129019724,0,0,0,0,0,0,0
1625129019736,0,0,0,0,0,0,0
1625129019747,0,0,0,0,0,0,0
1625129019758,0,0,0,0,0,0,0
1625129019769,0,0,0,0,0,0,0
1625129019780,0,0,0,0,0,0,0
1625129019791,0,0,0,0,0,0,0
1625129019802,0,0,0,0,0,0,0
1625129019813,0,0,0,0,0,0,0
1625129019825,0,0,0,0,0,0,0
1625129019836,0,0,0,0,0,0,0
1625129019847,0,0,0,0,0,0,0
1625129019858,0,0,0,0,0,0,0
1625129019869,0,0,0,0,0,0,0
1625129019880,0,0,0,0,0,0,0
1625129019891,0,0,0,0,0,0,0
1625129019902,0,0,0,0,0,0,0
1625129019913,0,0,0,0,0,0,0
1625129019924,0,0,0,0,0,0,0
1625129019935,0,0,0,0,0,0,0
1625129019946,0,0,0,0,0,0,0
1625129019957,0,0,0,0,0,0,0
1625129019969,0,0,0,0,0,0,0
1625129019980,0,0,0,0,0,0,0
1625129019991,0,0,0,0,0,0,0
1625129020002,0,0,0,0,0,0,0
1625129020013,0,0,0,0,0,0,0
1625129020024,0,0,0,0,0,0,0
1625129020035,0,0,0,0,0,0,0
1625129020046,0,0,0,0,0,0,0
1625129020057,0,0,0,0,0,0,0
1625129020068,0,0,0,0,0,0,0
1625129020079,0,0,0,0,0,0,0
1625129020090,0,0,0,0,0,0,0
1625129020101,0,0,0,0,0,0,0
1625129020113,0,0,0,0,0,0,0
1625129020124,0,0,0,0,0,0,0
1625129020135,0,0,0,0,0,0,0
1625129020146,0,0,0,0,0,0,0
1625129020157,0,0,0,0,0,0,0
1625129020168,0,0,0,0,0,0,0
1625129020179,0,0,0,0,0,0,0
1625129020190,0,0,0,0,0,0,0
1625129020201,0,0,0,0,0,0,0
1625129020212,0,0,0,0,0,0,0
1625129020223,0,0,0,0,0,0,0
1625129020234,0,0,0,0,0,0,0
1625129020245,0,0,0,0,0,0,0
1625129020256,0,0,0,0,0,0,0
1625129020267,0,0,0,0,0,0,0
1625129020278,0,0,0,0,0,0,0
1625129020289,0,0,0,0,0,0,0
1625129020300,0,0,0,0,0,0,0
1625129020311,0,0,0,0,0,0,0
1625129020322,0,0,0,0,0,0,0
1625129020333,0,0,0,0,0,0,0
1625129020344,0,0,0,0,0,0,0
1625129020355,0,0,0,0,0,0,0
1625129020366,0,0,0,0,0,0,0
1625129020377,0,0,0,0,0,0,0
1625129020388,0,0,0,0,0,0,0
1625129020399,0,0,0,0,0,0,0
1625129020410,0,0,0,0,0,0,0
1625129020421,0,0,0,0,0,0,0
1625129020432,0,0,0,0,0,0,0
1625129020443,0,0,0,0,0,0,0
1625129020454,0,0,0,0,0,0,0
1625129020465,0,0,0,0,0,0,0
1625129020476,0,0,0,0,0,0,0
1625129020487,0,0,0,0,0,0,0
1625129020498,0,0,0,0,0,0,0
1625129020509,0,0,0,0,0,0,0
1625129020520,0,0,0,0,0,0,0
1625129020531,0,0,0,0,0,0,0
1625129020542,0,0,0,0,0,0,0
1625129020553,0,0,0,0,0,0,0
1625129020564,0,0,0,0,0,0,0
1625129020575,0,0,0,0,0,0,0
1625129020586,0,0,0,0,0,0,0
1625129020598,0,0,0,0,0,0,0
1625129020609,0,0,0,0,0,0,0
1625129020620,0,0,0,0,0,0,0
1625129020631,0,0,0,0,0,0,0
1625129020642,0,0,0,0,0,0,0
1625129020653,0,0,0,0,0,0,0
1625129020664,0,0,0,0,0,0,0
1625129020675,0,0,0,0,0,0,0
1625129020686,0,0,0,0,0,0,0
1625129020697,0,0,0,0,0,0,0
1625129020708,0,0,0,0,0,0,0
1625129020719,0,0,0,0,0,0,0
1625129020730,0,0,0,0,0,0,0
1625129020741,0,0,0,0,0,0,0
1625129020752,0,0,0,0,0,0,0
1625129020763,0,0,0,0,0,0,0
1625129020774,0,0,0,0,0,0,0
1625129020785,0,0,0,0,0,0,0
1625129020796,0,0,0,0,0,0,0
1625129020807,0,0,0,0,0,0,0
1625129020818,0,0,0,0,0,0,0
1625129020829,0,0,0,0,0,0,0
1625129020840,0,0,0,0,0,0,0
1625129020851,0,0,0,0,0,0,0
1625129020862,0,0,0,0,0,0,0
1625129020873,0,0,0,0,0,0,0
1625129020884,0,0,0,0,0,0,0
1625129020895,0,0,0,0,0,0,0
1625129020906,0,0,0,0,0,0,0
1625129020917,0,0,0,0,0,0,0
1625129020928,0,0,0,0,0,0,0
1625129020939,0,0,0,0,0,0,0
1625129020950,0,0,0,0,0,0,0
1625129020961,0,0,0,0,0,0,0
1625129020973,0,0,0,0,0,0,0
1625129020984,0,0,0,0,0,0,0
1625129020995,0,0,0,0,0,0,0
1625129021006,0,0,0,0,0,0,0
1625129021017,0,0,0,0,0,0,0
1625129021028,0,0,0,0,0,0,0
1625129021039,0,0,0,0,0,0,0
1625129021050,0,0,0,0,0,0,0
1625129021061,0,0,0,0,0,0,0
1625129021072,0,0,0,0,0,0,0
1625129021083,0,0,0,0,0,0,0
1625129021094,0,0,0,0,0,0,0
1625129021105,0,0,0,0,0,0,0
1625129021116,0,0,0,0,0,0,0
1625129021127,0,0,0,0,0,0,0
1625129021138,0,0,0,0,0,0,0
1625129021150,0,0,0,0,0,0,0
1625129021161,0,0,0,0,0,0,0
1625129021172,0,0,0,0,0,0,0
1625129021183,0,0,0,0,0,0,0
1625129021194,0,0,0,0,0,0,0
1625129021215,0,0,0,0,0,0,0
1625129021226,0,0,0,0,0,0,0
1625129021237,0,0,0,0,0,0,0
1625129021249,0,0,0,0,0,0,0
1625129021260,0,0,0,0,0,0,0
1625129021271,0,0,0,0,0,0,0
1625129021282,0,0,0,0,0,0,0
1625129021293,0,0,0,0,0,0,0
1625129021304,0,0,0,0,0,0,0
1625129021315,0,0,0,0,0,0,0
1625129021326,0,0,0,0,0,0,0
1625129021337,0,0,0,0,0,0,0
1625129021348,0,0,0,0,0,0,0
1625129021359,0,0,0,0,0,0,0
1625129021370,0,0,0,0,0,0,0
1625129021381,0,0,0,0,0,0,0
1625129021392,0,0,0,0,0,0,0
1625129021403,0,0,0,0,0,0,0
1625129021414,0,0,0,0,0,0,0
1625129021425,0,0,0,0,0,0,0
1625129021436,0,0,0,0,0,0,0
1625129021447,0,0,0,0,0,0,0
1625129021458,0,0,0,0,0,0,0
1625129021469,0,0,0,0,0,0,0
1625129021480,0,0,0,0,0,0,0
1625129021491,0,0,0,0,0,0,0
1625129021502,0,0,0,0,0,0,0
1625129021513,0,0,0,0,0,0,0
1625129021524,0,0,0,0,0,0,0
1625129021535,0,0,0,0,0,0,0
1625129021546,0,0,0,0,0,0,0
1625129021557,0,0,0,0,0,0,0
1625129021568,0,0,0,0,0,0,0
1625129021579,0,0,0,0,0,0,0
1625129021590,0,0,0,0,0,0,0
1625129021601,0,0,0,0,0,0,0
1625129021612,0,0,0,0,0,0,0
1625129021623,0,0,0,0,0,0,0
1625129021634,0,0,0,0,0,0,0
1625129021645,0,0,0,0,0,0,0
1625129021656,0,0,0,0,0,0,0
1625129021667,0,0,0,0,0,0,0
1625129021678,0,0,0,0,0,0,0
1625129021689,0,0,0,0,0,0,0
1625129021700,0,0,0,0,0,0,0
1625129021711,0,0,0,0,0,0,0
1625129021722,0,0,0,0,0,0,0
1625129021733,0,0,0,0,0,0,0
1625129021744,0,0,0,0,0,0,0
1625129021755,0,0,0,0,0,0,0
1625129021766,0,0,0,0,0,0,0
1625129021777,0,0,0,0,0,0,0
1625129021788,0,0,0,0,0,0,0
1625129021799,0,0,0,0,0,0,0
1625129021810,0,0,0,0,0,0,0
1625129021821,0,0,0,0,0,0,0
1625129021832,0,0,0,0,0,0,0
1625129021843,0,0,0,0,0,0,0
1625129021854,0,0,0,0,0,0,0
1625129021865,0,0,0,0,0,0,0
1625129021876,0,0,0,0,0,0,0
1625129021887,0,0,0,0,0,0,0
1625129021898,0,0,0,0,0,0,0
1625129021909,0,0,0,0,0,0,0
1625129021920,0,0,0,0,0,0,0
1625129021931,0,0,0,0,0,0,0
1625129021942,0,0,0,0,0,0,0
1625129021953,0,0,0,0,0,0,0
1625129021964,0,0,0,0,0,0,0
1625129021975,0,0,0,0,0,0,0
1625129021986,0,0,0,0,0,0,0
1625129021997,0,0,0,0,0,0,0
1625129022008,0,0,0,0,0,0,0
1625129022019,0,0,0,0,0,0,0
1625129022030,0,0,0,0,0,0,0
1625129022041,0,0,0,0,0,0,0
1625129022052,0,0,0,0,0,0,0
1625129022063,0,0,0,0,0,0,0
1625129022074,0,0,0,0,0,0,0
1625129022085,0,0,0,0,0,0,0
1625129022096,0,0,0,0,0,0,0
1625129022107,0,0,0,0,0,0,0
1625129022118,0,0,0,0,0,0,0
1625129022129,0,0,0,0,0,0,0
1625129022140,0,0,0,0,0,0,0
1625129022151,0,0,0,0,0,0,0
1625129022162,0,0,0,0,0,0,0
1625129022173,0,0,0,0,0,0,0
1625129022184,0,0,0,0,0,0,0
1625129022195,0,0,0,0,0,0,0
1625129022206,0,0,0,0,0,0,0
1625129022217,0,0,0,0,0,0,0
1625129022228,0,0,0,0,0,0,0
1625129022239,0,0,0,0,0,0,0
1625129022250,0,0,0,0,0,0,0
1625129022261,0,0,0,0,0,0,0
1625129022272,0,0,0,0,0,0,0
1625129022283,0,0,0,0,0,0,0
1625129022294,0,0,0,0,0,0,0
1625129022305,0,0,0,0,0,0,0
1625129022316,0,0,0,0,0,0,0
1625129022327,0,0,0,0,0,0,0
1625129022338,0,0,0,0,0,0,0
1625129022349,0,0,0,0,0,0,0
1625129022360,0,0,0,0,0,0,0
1625129022371,0,0,0,0,0,0,0
1625129022382,0,0,0,0,0,0,0
1625129022393,0,0,0,0,0,0,0
1625129022404,0,0,0,0,0,0,0
1625129022415,0,0,0,0,0,0,0
1625129022426,0,0,0,0,0,0,0
1625129022437,0,0,0,0,0,0,0
1625129022448,0,0,0,0,0,0,0
1625129022459,0,0,0,0,0,0,0
1625129022471,0,0,0,0,0,0,0
1625129022482,0,0,0,0,0,0,0
1625129022493,0,0,0,0,0,0,0
1625129022504,0,0,0,0,0,0,0
1625129022515,0,0,0,0,0,0,0
1625129022526,0,0,0,0,0,0,0
1625129022537,0,0,0,0,0,0,0
1625129022548,0,0,0,0,0,0,0
1625129022559,0,0,0,0,0,0,0
1625129022570,0,0,0,0,0,0,0
1625129022581,0,0,0,0,0,0,0
1625129022592,0,0,0,0,0,0,0
1625129022603,0,0,0,0,0,0,0
1625129022614,0,0,0,0,0,0,0
1625129022625,0,0,0,0,0,0,0
1625129022636,0,0,0,0,0,0,0
1625129022647,0,0,0,0,0,0,0
1625129022658,0,0,0,0,0,0,0
1625129022669,0,0,0,0,0,0,0
1625129022680,0,0,0,0,0,0,0
1625129022691,0,0,0,0,0,0,0
1625129022702,0,0,0,0,0,0,0
1625129022713,0,0,0,0,0,0,0
1625129022724,0,0,0,0,0,0,0
1625129022735,0,0,0,0,0,0,0
1625129022746,0,0,0,0,0,0,0
1625129022757,0,0,0,0,0,0,0
1625129022768,0,0,0,0,0,0,0
1625129022779,0,0,0,0,0,0,0
1625129022790,0,0,0,0,0,0,0
1625129022801,0,0,0,0,0,0,0
1625129022812,0,0,0,0,0,0,0
1625129022823,0,0,0,0,0,0,0
1625129022834,0,0,0,0,0,0,0
1625129022845,0,0,0,0,0,0,0
1625129022856,0,0,0,0,0,0,0
1625129022867,0,0,0,0,0,0,0
1625129022878,0,0,0,0,0,0,0
1625129022889,0,0,0,0,0,0,0
1625129022900,0,0,0,0,0,0,0
1625129022911,0,0,0,0,0,0,0
1625129022922,0,0,0,0,0,0,0
1625129022933,0,0,0,0,0,0,0
1625129022944,0,0,0,0,0,0,0
1625129022955,0,0,0,0,0,0,0
1625129022966,0,0,0,0,0,0,0
1625129022977,0,0,0,0,0,0,0
1625129022988,0,0,0,0,0,0,0
1625129022999,0,0,0,0,0,0,0
1625129023010,0,0,0,0,0,0,0
1625129023021,0,0,0,0,0,0,0
1625129023032,0,0,0,0,0,0,0
1625129023043,0,0,0,0,0,0,0
1625129023054,0,0,0,0,0,0,0
1625129023065,0,0,0,0,0,0,0
1625129023076,0,0,0,0,0,0,0
1625129023087,0,0,0,0,0,0,0
1625129023098,0,0,0,0,0,0,0
1625129023109,0,0,0,0,0,0,0
1625129023120,0,0,0,0,0,0,0
1625129023131,0,0,0,0,0,0,0
1625129023142,0,0,0,0,0,0,0
1625129023153,0,0,0,0,0,0,0
1625129023164,0,0,0,0,0,0,0
1625129023175,0,0,0,0,0,0,0
1625129023186,0,0,0,0,0,0,0
1625129023197,0,0,0,0,0,0,0
1625129023208,0,0,0,0,0,0,0
1625129023219,0,0,0,0,0,0,0
1625129023230,0,0,0,0,0,0,0
1625129023241,0,0,0,0,0,0,0
1625129023252,0,0,0,0,0,0,0
1625129023263,0,0,0,0,0,0,0
1625129023274,0,0,0,0,0,0,0
1625129023285,0,0,0,0,0,0,0
1625129023296,0,0,0,0,0,0,0
1625129023307,0,0,0,0,0,0,0
1625129023318,0,0,0,0,0,0,0
1625129023329,0,0,0,0,0,0,0
1625129023340,0,0,0,0,0,0,0
1625129023352,0,0,0,0,0,0,0
1625129023363,0,0,0,0,0,0,0
1625129023373,0,0,0,0,0,0,0
1625129023384,0,0,0,0,0,0,0
1625129023395,0,0,0,0,0,0,0
1625129023406,0,0,0,0,0,0,0
1625129023418,0,0,0,0,0,0,0
1625129023429,0,0,0,0,0,0,0
1625129023440,0,0,0,0,0,0,0
1625129023451,0,0,0,0,0,0,0
1625129023462,0,0,0,0,0,0,0
1625129023473,0,0,0,0,0,0,0
1625129023484,0,0,0,0,0,0,0
1625129023495,0,0,0,0,0,0,0
1625129023506,0,0,0,0,0,0,0
1625129023517,0,0,0,0,0,0,0
1625129023528,0,0,0,0,0,0,0
1625129023539,0,0,0,0,0,0,0
1625129023550,0,0,0,0,0,0,0
1625129023561,0,0,0,0,0,0,0
1625129023572,0,0,0,0,0,0,0
1625129023583,0,0,0,0,0,0,0
1625129023594,0,0,0,0,0,0,0
1625129023605,0,0,0,0,0,0,0
1625129023616,0,0,0,0,0,0,0
1625129023627,0,0,0,0,0,0,0
1625129023638,0,0,0,0,0,0,0
1625129023649,0,0,0,0,0,0,0
1625129023660,0,0,0,0,0,0,0
1625129023671,0,0,0,0,0,0,0
1625129023682,0,0,0,0,0,0,0
1625129023694,0,0,0,0,0,0,0
1625129023705,0,0,0,0,0,0,0
1625129023716,0,0,0,0,0,0,0
1625129023727,0,0,0,0,0,0,0
1625129023738,0,0,0,0,0,0,0
1625129023749,0,0,0,0,0,0,0
1625129023760,0,0,0,0,0,0,0
1625129023771,0,0,0,0,0,0,0
1625129023782,0,0,0,0,0,0,0
1625129023793,0,0,0,0,0,0,0
1625129023804,0,0,0,0,0,0,0
1625129023815,0,0,0,0,0,0,0
1625129023826,0,0,0,0,0,0,0
1625129023837,0,0,0,0,0,0,0
1625129023848,0,0,0,0,0,0,0
1625129023859,0,0,0,0,0,0,0
1625129023871,0,0,0,0,0,0,0
1625129023882,0,0,0,0,0,0,0
1625129023893,0,0,0,0,0,0,0
1625129023904,0,0,0,0,0,0,0
1625129023915,0,0,0,0,0,0,0
1625129023926,0,0,0,0,0,0,0
1625129023937,0,0,0,0,0,0,0
1625129023948,0,0,0,0,0,0,0
1625129023959,0,0,0,0,0,0,0
1625129023970,0,0,0,0,0,0,0
1625129023981,0,0,0,0,0,0,0
1625129023992,0,0,0,0,0,0,0
1625129024003,0,0,0,0,0,0,0
1625129024014,0,0,0,0,0,0,0
1625129024025,0,0,0,0,0,0,0
1625129024036,0,0,0,0,0,0,0
1625129024047,0,0,0,0,0,0,0
1625129024059,0,0,0,0,0,0,0
1625129024070,0,0,0,0,0,0,0
1625129024081,0,0,0,0,0,0,0
1625129024092,0,0,0,0,0,0,0
1625129024103,0,0,0,0,0,0,0
1625129024114,0,0,0,0,0,0,0
1625129024125,0,0,0,0,0,0,0
1625129024136,0,0,0,0,0,0,0
1625129024147,0,0,0,0,0,0,0
1625129024158,0,0,0,0,0,0,0
1625129024169,0,0,0,0,0,0,0
1625129024180,0,0,0,0,0,0,0
1625129024191,0,0,0,0,0,0,0
1625129024202,0,0,0,0,0,0,0
1625129024213,0,0,0,0,0,0,0
1625129024225,0,0,0,0,0,0,0
1625129024236,0,0,0,0,0,0,0
1625129024247,0,0,0,0,0,0,0
1625129024258,0,0,0,0,0,0,0
1625129024269,0,0,0,0,0,0,0
1625129024280,0,0,0,0,0,0,0
1625129024291,0,0,0,0,0,0,0
1625129024302,0,0,0,0,0,0,0
1625129024313,0,0,0,0,0,0,0
1625129024324,0,0,0,0,0,0,0
1625129024335,0,0,0,0,0,0,0
1625129024346,0,0,0,0,0,0,0
1625129024357,0,0,0,0,0,0,0
1625129024368,0,0,0,0,0,0,0
1625129024379,0,0,0,0,0,0,0
1625129024390,0,0,0,0,0,0,0
1625129024401,0,0,0,0,0,0,0
1625129024412,0,0,0,0,0,0,0
1625129024423,0,0,0,0,0,0,0
1625129024434,0,0,0,0,0,0,0
1625129024445,0,0,0,0,0,0,0
1625129024456,0,0,0,0,0,0,0
1625129024467,0,0,0,0,0,0,0
1625129024478,0,0,0,0,0,0,0
1625129024489,0,0,0,0,0,0,0
1625129024500,0,0,0,0,0,0,0
1625129024511,0,0,0,0,0,0,0
1625129024523,0,0,0,0,0,0,0
1625129024534,0,0,0,0,0,0,0
1625129024545,0,0,0,0,0,0,0
1625129024556,0,0,0,0,0,0,0
1625129024567,0,0,0,0,0,0,0
1625129024578,0,0,0,0,0,0,0
1625129024589,0,0,0,0,0,0,0
1625129024600,0,0,0,0,0,0,0
1625129024611,0,0,0,0,0,0,0
1625129024622,0,0,0,0,0,0,0
1625129024633,0,0,0,0,0,0,0
1625129024644,0,0,0,0,0,0,0
1625129024655,0,0,0,0,0,0,0
1625129024666,0,0,0,0,0,0,0
1625129024677,0,0,0,0,0,0,0
1625129024689,0,0,0,0,0,0,0
1625129024700,0,0,0,0,0,0,0
1625129024711,0,0,0,0,0,0,0
1625129024722,0,0,0,0,0,0,0
1625129024733,0,0,0,0,0,0,0
1625129024744,0,0,0,0,0,0,0
1625129024755,0,0,0,0,0,0,0
1625129024766,0,0,0,0,0,0,0
1625129024777,0,0,0,0,0,0,0
1625129024788,0,0,0,0,0,0,0
1625129024799,0,0,0,0,0,0,0
1625129024810,0,0,0,0,0,0,0
1625129024821,0,0,0,0,0,0,0
1625129024833,0,0,0,0,0,0,0
1625129024844,0,0,0,0,0,0,0
1625129024855,0,0,0,0,0,0,0
1625129024866,0,0,0,0,0,0,0
1625129024877,0,0,0,0,0,0,0
1625129024888,0,0,0,0,0,0,0
1625129024899,0,0,0,0,0,0,0
1625129024910,0,0,0,0,0,0,0
1625129024921,0,0,0,0,0,0,0
1625129024932,0,0,0,0,0,0,0
1625129024943,0,0,0,0,0,0,0
1625129024954,0,0,0,0,0,0,0
1625129024965,0,0,0,0,0,0,0
1625129024976,0,0,0,0,0,0,0
1625129024987,0,0,0,0,0,0,0
1625129024998,0,0,0,0,0,0,0
1625129025009,0,0,0,0,0,0,0
1625129025020,0,0,0,0,0,0,0
1625129025031,0,0,0,0,0,0,0
1625129025042,0,0,0,0,0,0,0
1625129025053,0,0,0,0,0,0,0
1625129025064,0,0,0,0,0,0,0
1625129025075,0,0,0,0,0,0,0
1625129025086,0,0,0,0,0,0,0
1625129025097,0,0,0,0,0,0,0
1625129025108,0,0,0,0,0,0,0
1625129025119,0,0,0,0,0,0,0
1625129025130,0,0,0,0,0,0,0
1625129025141,0,0,0,0,0,0,0
1625129025152,0,0,0,0,0,0,0
1625129025163,0,0,0,0,0,0,0
1625129025175,0,0,0,0,0,0,0
1625129025186,0,0,0,0,0,0,0
1625129025197,0,0,0,0,0,0,0
1625129025208,0,0,0,0,0,0,0
1625129025219,0,0,0,0,0,0,0
1625129025230,0,0,0,0,0,0,0
1625129025241,0,0,0,0,0,0,0
1625129025252,0,0,0,0,0,0,0
1625129025263,0,0,0,0,0,0,0
1625129025274,0,0,0,0,0,0,0
1625129025285,0,0,0,0,0,0,0
1625129025296,0,0,0,0,0,0,0
1625129025307,0,0,0,0,0,0,0
1625129025318,0,0,0,0,0,0,0
1625129025329,0,0,0,0,0,0,0
1625129025340,0,0,0,0,0,0,0
1625129025351,0,0,0,0,0,0,0
1625129025362,0,0,0,0,0,0,0
1625129025373,0,0,0,0,0,0,0
1625129025384,0,0,0,0,0,0,0
1625129025395,0,0,0,0,0,0,0
1625129025406,0,0,0,0,0,0,0
1625129025417,0,0,0,0,0,0,0
1625129025428,0,0,0,0,0,0,0
1625129025439,0,0,0,0,0,0,0
1625129025450,0,0,0,0,0,0,0
1625129025461,0,0,0,0,0,0,0
1625129025472,0,0,0,0,0,0,0
1625129025483,0,0,0,0,0,0,0
1625129025494,0,0,0,0,0,0,0
1625129025505,0,0,0,0,0,0,0
1625129025516,0,0,0,0,0,0,0
1625129025527,0,0,0,0,0,0,0
1625129025538,0,0,0,0,0,0,0
1625129025549,0,0,0,0,0,0,0
1625129025560,0,0,0,0,0,0,0
1625129025571,0,0,0,0,0,0,0
1625129025582,0,0,0,0,0,0,0
1625129025594,0,0,0,0,0,0,0
1625129025605,0,0,0,0,0,0,0
1625129025616,0,0,0,0,0,0,0
1625129025627,0,0,0,0,0,0,0
1625129025638,0,0,0,0,0,0,0
1625129025649,0,0,0,0,0,0,0
1625129025660,0,0,0,0,0,0,0
1625129025671,0,0,0,0,0,0,0
1625129025682,0,0,0,0,0,0,0
1625129025693,0,0,0,0,0,0,0
1625129025704,0,0,0,0,0,0,0
1625129025715,0,0,0,0,0,0,0
1625129025726,0,0,0,0,0,0,0
1625129025737,0,0,0,0,0,0,0
1625129025748,0,0,0,0,0,0,0
1625129025759,0,0,0,0,0,0,0
1625129025770,0,0,0,0,0,0,0
1625129025781,0,0,0,0,0,0,0
1625129025792,0,0,0,0,0,0,0
1625129025803,0,0,0,0,0,0,0
1625129025814,0,0,0,0,0,0,0
1625129025825,0,0,0,0,0,0,0
1625129025836,0,0,0,0,0,0,0
1625129025848,0,0,0,0,0,0,0
1625129025859,0,0,0,0,0,0,0
1625129025870,0,0,0,0,0,0,0
1625129025881,0,0,0,0,0,0,0
1625129025892,0,0,0,0,0,0,0
1625129025903,0,0,0,0,0,0,0
1625129025914,0,0,0,0,0,0,0
1625129025925,0,0,0,0,0,0,0
1625129025936,0,0,0,0,0,0,0
1625129025947,0,0,0,0,0,0,0
1625129025958,0,0,0,0,0,0,0
1625129025969,0,0,0,0,0,0,0
1625129025980,0,0,0,0,0,0,0
1625129025991,0,0,0,0,0,0,0
1625129026002,0,0,0,0,0,0,0
1625129026013,0,0,0,0,0,0,0
1625129026024,0,0,0,0,0,0,0
1625129026035,0,0,0,0,0,0,0
1625129026046,0,0,0,0,0,0,0
1625129026057,0,0,0,0,0,0,0
1625129026068,0,0,0,0,0,0,0
1625129026079,0,0,0,0,0,0,0
1625129026090,0,0,0,0,0,0,0
1625129026101,0,0,0,0,0,0,0
1625129026112,0,0,0,0,0,0,0
1625129026123,0,0,0,0,0,0,0
1625129026134,0,0,0,0,0,0,0
1625129026145,0,0,0,0,0,0,0
1625129026156,0,0,0,0,0,0,0
1625129026167,0,0,0,0,0,0,0
1625129026178,0,0,0,0,0,0,0
1625129026189,0,0,0,0,0,0,0
1625129026200,0,0,0,0,0,0,0
1625129026221,0,0,0,0,0,0,0
1625129026232,0,0,0,0,0,0,0
1625129026243,0,0,0,0,0,0,0
1625129026254,0,0,0,0,0,0,0
1625129026265,0,0,0,0,0,0,0
1625129026276,0,0,0,0,0,0,0
1625129026287,0,0,0,0,0,0,0
1625129026298,0,0,0,0,0,0,0
1625129026309,0,0,0,0,0,0,0
1625129026320,0,0,0,0,0,0,0
1625129026331,0,0,0,0,0,0,0
1625129026342,0,0,0,0,0,0,0
1625129026353,0,0,0,0,0,0,0
1625129026364,0,0,0,0,0,0,0
1625129026375,0,0,0,0,0,0,0
1625129026386,0,0,0,0,0,0,0
1625129026397,0,0,0,0,0,0,0
1625129026408,0,0,0,0,0,0,0
1625129026419,0,0,0,0,0,0,0
1625129026430,0,0,0,0,0,0,0
1625129026441,0,0,0,0,0,0,0
1625129026452,0,0,0,0,0,0,0
1625129026464,0,0,0,0,0,0,0
1625129026475,0,0,0,0,0,0,0
1625129026486,0,0,0,0,0,0,0
1625129026497,0,0,0,0,0,0,0
1625129026508,0,0,0,0,0,0,0
1625129026519,0,0,0,0,0,0,0
1625129026530,0,0,0,0,0,0,0
1625129026541,0,0,0,0,0,0,0
1625129026552,0,0,0,0,0,0,0
1625129026563,0,0,0,0,0,0,0
1625129026574,0,0,0,0,0,0,0
1625129026585,0,0,0,0,0,0,0
1625129026596,0,0,0,0,0,0,0
1625129026607,0,0,0,0,0,0,0
1625129026618,0,0,0,0,0,0,0
1625129026630,0,0,0,0,0,0,0
1625129026641,0,0,0,0,0,0,0
1625129026652,0,0,0,0,0,0,0
1625129026663,0,0,0,0,0,0,0
1625129026674,0,0,0,0,0,0,0
1625129026685,0,0,0,0,0,0,0
1625129026696,0,0,0,0,0,0,0
1625129026707,0,0,0,0,0,0,0
1625129026718,0,0,0,0,0,0,0
1625129026729,0,0,0,0,0,0,0
1625129026740,0,0,0,0,0,0,0
1625129026752,0,0,0,0,0,0,0
1625129026763,0,0,0,0,0,0,0
1625129026774,0,0,0,0,0,0,0
1625129026785,0,0,0,0,0,0,0
1625129026796,0,0,0,0,0,0,0
1625129026807,0,0,0,0,0,0,0
1625129026818,0,0,0,0,0,0,0
1625129026829,0,0,0,0,0,0,0
1625129026840,0,0,0,0,0,0,0
1625129026851,0,0,0,0,0,0,0
1625129026862,0,0,0,0,0,0,0
1625129026873,0,0,0,0,0,0,0
1625129026884,0,0,0,0,0,0,0
1625129026894,0,0,0,0,0,0,0
1625129026905,0,0,0,0,0,0,0
1625129026916,0,0,0,0,0,0,0
1625129026927,0,0,0,0,0,0,0
1625129026938,0,0,0,0,0,0,0
1625129026949,0,0,0,0,0,0,0
1625129026960,0,0,0,0,0,0,0
1625129026971,0,0,0,0,0,0,0
1625129026982,0,0,0,0,0,0,0
1625129026993,0,0,0,0,0,0,0
1625129027004,0,0,0,0,0,0,0
1625129027015,0,0,0,0,0,0,0
1625129027026,0,0,0,0,0,0,0
1625129027037,0,0,0,0,0,0,0
1625129027048,0,0,0,0,0,0,0
1625129027059,0,0,0,0,0,0,0
1625129027069,0,0,0,0,0,0,0
1625129027080,0,0,0,0,0,0,0
1625129027091,0,0,0,0,0,0,0
1625129027102,0,0,0,0,0,0,0
1625129027113,0,0,0,0,0,0,0
1625129027124,0,0,0,0,0,0,0
1625129027135,0,0,0,0,0,0,0
1625129027146,0,0,0,0,0,0,0
1625129027157,0,0,0,0,0,0,0
1625129027168,0,0,0,0,0,0,0
1625129027179,0,0,0,0,0,0,0
1625129027190,0,0,0,0,0,0,0
